,number,Text processed
712,ATEL #11621,"Recently, the MAGIC collaboration announced the detection of very-high-energy gamma-ray emission (VHE, E>100 GeV) from the extreme blazar PGC 2402248 (also known as 2WHSP J073326.7+515354; ATel #11548), which redshift was unknown. Its optical counterpart is located at coordinates R.A.: 7:33:26.81 h and Dec:+51:53:56.0 deg. We obtained a high-SNR spectrum with the 10.4m GTC telescope within the DDT proposal GTC2018-099, to investigate weak spectral features from a low-SNR spectrum obtained previously from the 2.5m INT telescope. The observations were carried out on 02/05/2018 with OSIRIS in longslit configuration and grism R1000B, covering the wavelength range from 3650 to 7700 A. The redshift of PGC 2402248 was measured as z=0.065, derived from the identification of several spectral features: CaII doublet, G-band, MgI and NaD. We would like to thank the ING staff, GTC staff, the Spanish CAT and the IAC director for making these observations possible."
713,ATEL #11622,"We report the following classifications of optical transients from spectroscopic observations with the Kast spectrograph on the Shane 3-m telescope. Targets were supplied by ATLAS, ASAS-SN, and the KEGS K2 SN search. All observations were obtained on 2018 May 08 UT. Classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024). Name | IAU Name | RA (J2000) | Dec (J2000) | z | Type | Phase | Notes ATLAS18nut | AT2018bfd | 14:29:00.52 | +17:19:30.63 | 0.052 | Ia | +2d | (1) ASASSN-18jn | AT2018bfh | 10:22:41.19 | +15:56:20.11 | 0.044 | Ia | +5d | (2) ASASSN-18jp | AT2018bfr | 11:04:47.50 | -15:37:59.20 | 0.072 | Ia | -1d | (3) C17-0118 | AT2018bft | 13:53:19.15 | -04:51:31.87 | 0.075 | Ia | -3d | (4,5) Notes: When the redshift is given to 2 decimal places, it is derived from the SN spectrum. Otherwise, the redshift is determined from the host galaxy. (1) We measure an Si II 6355 velocity of -11,300 km/s. (2) We measure an Si II 6355 velocity of -9,800 km/s. (2) We measure an Si II 6355 velocity of -10,800 km/s. (4) We measure an Si II 6355 velocity of -12,700 km/s. (5) This is in a K2 Campaign 17 galaxy and should be observed by K2."
714,ATEL #11615,"As a part of ongoing commissioning of the Zwicky Transient Facility (ZTF; ATel #11266) Alert Infrastructure, here we report bright probable supernovae identified in the raw alert stream resulting from the public ZTF Northern Sky Survey (""Celestial Cinematagrophy""; see Bellm & Kulkarni, Nature Astronomy 1, 71, 2017). The filtering criteria are the following: (1) Candidate brightness < 19 mag (g, or r band). (2) Farther than 20 arcsec from bright stars (< 15 mag). (3) A minimum of two detections separated by at least 30 minutes. (4) No star-like source directly underneath the candidate (we employ a machine-learning star-galaxy separator, based on PS1 data; cf. Miller et al. AJ 153, 73, 2017). We report discoveries starting from 2018-04-14. ZTF18aajpjdi has been classified as part of our validation. ZTF18aajtlbf, ZTF18aamfrvy and ZTF18aaovbiy are previously known supernovae. Survey Name | IAU Name | RA (J2000) | DEC (J2000) | Discovery date | Discovery mag | Current mag date | Current mag | Non-detection date | Last non-detection | Class | Notes ZTF18aajpkwd | AT2018bfw | 13:50:12.25 | +18:12:58.83 | 2018-04-14.31 | 19.4 (r) | 2018-05-04.31 | 18.9 (r) | - | - | AGN | ZTF18aajpjdi | SN2018bfx | 13:18:06.63 | +27:52:24.22 | 2018-04-14.31 | 20.0 (r) | 2018-05-06.17 | 18.5 (r) | 2018-04-14.28 | 20.1 (r) | SN Ia | (1) ZTF18aajrutf | AT2018bfy | 16:49:55.90 | +53:57:13.70 | 2018-04-14.38 | 18.7 (r) | 2018-05-06.28 | 19.0 (g) | - | - | - | ZTF18aajtlbf | SN2018bbz | 17:27:52.23 | +60:05:43.82 | 2018-04-14.42 | 18.2 (r) | 2018-05-06.43 | 17.7 (g) | - | - | SN Ia | (2) ZTF18aairvox | AT2018bfz | 09:03:21.04 | +46:45:17.74 | 2018-04-15.19 | 18.2 (r) | 2018-04-23.17 | 18.2 (r) | - | - | - | ZTF18aakrnvd | AT2018bga | 14:56:20.24 | +21:03:44.79 | 2018-04-18.29 | 20.1 (r) | 2018-05-04.33 | 18.8 (r) | - | - | - | ZTF18aamfrvy | SN2018ahe | 14:57:09.52 | +19:41:59.81 | 2018-04-21.36 | 19.0 (r) | 2018-05-04.33 | 18.8 (r) | - | - | SN IIP | (3) ZTF18aaovbiy | SN2018bdo | 15:26:38.30 | +28:51:58.58 | 2018-04-24.38 | 19.5 (r) | 2018-05-04.34 | 18.7 (r) | 2018-03-20.40 | 19.5 (r) | SN Ia | (4) ZTF18aapictz | AT2018bdg | 11:59:37.00 | +27:31:50.10 | 2018-05-05.17 | 18.3 (r) | 2018-05-06.17 | 18.3 (r) | - | - | - | (5) ZTF18aaphzut | AT2018bgb | 12:29:17.59 | +06:20:28.11 | 2018-05-05.17 | 18.8 (r) | 2018-05-06.17 | 18.7 (r) | - | - | - | Notes: (1) Spec. z = 0.0746. (2) Spec. z = 0.02783. Classified by NUTS (ATel #11587). (3) Spec. z = 0.01564. Classified by ASAS-SN. (4) Spec. z = 0.07743. Classified by NUTS (ATel #11592). (5) Previously discovered by Gaia on 2018-04-28. We encourage spectroscopic follow-up. Going forward, it is our intention to submit, on a daily basis, candidates meeting these criteria to the Transient Name Server ( ). Our filtering criteria are subject to change as commissioning proceeds; major changes will be announced in subsequent ATels. ZTF is a project led by PI S. R. Kulkarni at Caltech (see ATEL #11266), and includes IPAC; WIS, Israel; OKC, Sweden; JSI/UMd, USA; UW,USA; DESY, Germany; NRC, Taiwan; UW Milwaukee, USA and LANL USA. ZTF acknowledges the generous support of the NSF under AST MSIP Grant No 1440341. Alert filtering is being undertaken by the GROWTH marshal system, supported by NSF PIRE grant 1545949. The spectrum of ZTF18aajpjdi was obtained with LT/SPRAT. Classification was done with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024)."
715,ATEL #11616,"ePESSTO, the extended Public ESO Spectroscopic Survey for Transient Objects (see Smartt et al. 2015, A&A, 579, 40   ), reports the following supernova classifications. Targets were supplied by the All Sky Automated Survey for SuperNovae ASAS-SN (see Shappee et al. 2014, ApJ, 788, 48 and  ); the IAU TNS list (see  ); and the ESA Gaia Photometric Science Alerts Team and DPAC ( ). All observations were performed on the ESO New Technology Telescope at La Silla on 2018 May 6, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024) and GELATO (Harutyunyan et al., 2008, A&A, 488, 383). Classification spectra and additional details can be obtained from   (via WISeREP) and the IAU Transient Name Server. Survey Name | IAU Name | RA (J2000) | Dec (J2000) | Disc. Date | Source | Disc Mag | z | Type | Phase | Notes ASASSN-18jk | SN2018bfa | 10 15 30.2 | -72 42 37.0 | 20180505 | ASAS-SN | 16.8 | 0.029 | Ia | -3 to +3 | (1) ASASSN-18jm | SN2018bfg | 11 41 01.9 | -33 40 47.3 | 20180505 | ASAS-SN | 17.6 | 0.053 | Ia | -3 to +3 | (1) | SN2018bbv | 15 55 48.8 | -68 52 14.4 | 20180425 | BOSS | 17.1 | 0.010 | II | +11 to +20 | (2) C17-0117 | AT2018bfs | 13 34 34.0 | -13 25 45.3 | 20180502 | TNS | 20.6 | 0.102 | galaxy | - | (3) C17-0121 | AT2018bfv | 13 13 08.6 | -12 49 12.8 | 20180424 | TNS | 21.9 | 0.15 | galaxy | - | (4) Gaia18bcv | AT2018bem | 19 20 35.6 | -11 12 03.2 | 20180502 | Gaia | 18.3 | 0.0 | stellar | - | (5) (1) Normal Type Ia SN. <br /> (2) Normal Type II SN. <br /> (3) Low S/N spectrum. Narrow emission features are consistent with host galaxy lines at z=0.102. <br /> (4) Low S/N spectrum likely dominated by the host galaxy. An emission feature at 7525 A could be redshifted Halpha. <br /> (5) Blue continuum with absorption features consistent with Balmer series at z = 0."
716,ATEL #11617,"On 2018 May 1th 20 UT (JD=2458240.333) we took spectroscopic data of the dwarf nova V392 Per (ATel #11588; ATel #11601; ATel #11605) with the echelle spectrograph FLECHAS (Mugrauer et al. 2014, AN 335, 417) at the 90cm telescope of the University Observatory Jena. The spectrum is the average of 3 spectra each with an integration time of 600s, covering the spectral range between 4200 and 8000&#8491 at a resolving power of R~7400. The spectrum is wavelength calibrated (RMS of is 41.8m&#8491) using spectra of a ThAr arc-lamp, which were taken directly before the spectroscopy of the dwarf nova. The spectrum of V392 Per is dominated by very broad emission features, exhibiting complex line profiles. Beside others the most prominent ones are those of Hydrogen (H&alpha;, H&beta;, and H&gamma;). The half-width of the H&alpha; emission line is determined to be 4600&plusmn250km/s. In addition, also strong absorption features are identified in the spectrum of V392 Per as those of the interstellar NaI-doublet (5890&#8491 & 5896&#8491) or of the diffuse interstellar bands at 5780&#8491, 5797&#8491, and 6614&#8491. Simultaneously with the spectroscopy, we also obtained photometric measurements of V392 Per with the CCD-imager CTK-II (Mugrauer 2016, AN 337, 226) in the B-, V- and R-band. We obtain B=8.61&plusmn0.05mag, V=7.83&plusmn0.05mag, and R=6.75&plusmn0.05mag, using the star BD+47 1026, as photometric reference."
717,ATEL #11618,"The Chandra X-ray Observatory started another round of follow-up observations of GW170817. The first observation (ID 21080) was taken on May 03, 2018 at 10:41:26 UT (t ~ 259 d after merger) for a total exposure time of 50.8 ks (PI Wilkes; program 19408644). We find that an X-ray source is detected at the location of GW170817 with a count-rate of (7.7 +/- 1.3)e-4 cts/s (0.5 - 8 keV) and 13.8-sigma significance. We modeled the spectrum with an absorbed simple power-law and find a best-fitting photon index, Gamma = 1.4 +/- 0.3 and no evidence for intrinsic absorption. The galactic neutral hydrogen column density in the direction of the transient is, N_H = 7.8E+20cm-2 (Kalberla et al., 2005). For these parameters, the unabsorbed flux is (1.3 +/- 0.3)e-14 ergs cm-2 s-1 (0.3 - 10 keV). A second observation (ID 21090) was acquired on May 05, 2018 at 01:25:30 UT (~ 261 days after merger) for a total exposure time of 46.0 ks. GW170817 is detected with 14.8-sigma significance and a count-rate of (8.3 +/- 1.4)e-4 cts/s (0.5 - 8 keV). The best-fitting photon-index is Gamma = 1.3 +/- 0.3. The corresponding unabsorbed flux is (1.5 +0.5/-0.3) e-14 ergs cm-2 s-1 (0.3 - 10 keV). The best fitting photon index from a joint spectral fit is Gamma = 1.43 +/- 0.15, consistent with the photon index measured at ~160 days. We conclude that there is no evidence for the passage of the synchrotron cooling frequency through the Chandra band. The total 0.5-8 keV count-rate inferred from the two observations is (8.0+/-0.9)e-4 cts/s. The X-ray source shows significant fading compared to the previous epoch at ~160 days (inferred rate of (1.50 +\-0.12)e-3 cts/s, Margutti et al., 2018). Applying a simple binomial test, we find that the detected fading is significant at a level > 4 sigma. We can thus reject the hypothesis of a random fluctuation of the X-ray count-rate, and conclude that these Chandra observations provide the first statistically significant evidence for a decaying X-ray emission from GW170817. We thank the entire Chandra team for making these observations possible."
718,ATEL #11613,"ePESSTO, the extended Public ESO Spectroscopic Survey for Transient Objects (see Smartt et al. 2015, A&A, 579, 40   ), reports the following supernova classifications. Targets were supplied by the All Sky Automated Survey for SuperNovae ASAS-SN (see Shappee et al. 2014, ApJ, 788, 48 and  ); the ATLAS survey, see Tonry et al. (2011, PASP, 123, 58) and Tonry et al. (ATel #8680); the D<40 Mpc (DLT40) one day cadence SN search ( ); the ESA Gaia Photometric Science Alerts Team and DPAC ( ); MASTER (see   ; Lipunov et al. 2004, AN, 325, 580); and the IAU TNS list (see  ). All observations were performed on the ESO New Technology Telescope at La Silla on 2018 May 5, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024) and GELATO (Harutyunyan et al., 2008, A&A, 488, 383). Classification spectra and additional details can be obtained from   (via WISeREP) and the IAU Transient Name Server. Survey Name | IAU Name | RA (J2000) | Dec (J2000) | Disc. Date | Source | Disc Mag | z | Type | Phase | Notes ASASSN-18ji | SN2018beh | 09 31 23.0 | +17 48 29.9 | 20180504 | ASAS-SN | 17.4 | 0.06 | Ib/c | young | (1) ATLAS18nnp | SN2018bae | 14 52 49.5 | +18 04 48.7 | 20180419 | ATLAS | 19.2 | 0.07 | Ia | +8 to +10 | (2) DLT18v | AT2018beg | 13 51 20.1 | -48 01 28.9 | 20180503 | DLT40 | 17.9 | 0.0 | stellar | - | (3) Gaia18bcu | AT2018bel | 19 03 12.9 | -07 37 05.6 | 20180502 | Gaia | 17.7 | 0.0 | stellar | - | (3) MASTERJ150803.15-270155.0 | - | 15 08 03.2 | -27 01 54.9 | 20180318 | MASTER | 17.1 | 0.179 | AGN | - | (4) Gaia18bby | SN2018bdm | 18 28 02.0 | +16 07 40.6 | 20180427 | Gaia | 18.8 | 0.034 | Ia-pec | > +20 | (5) Gaia18bbs | AT2018bdi | 20 23 26.5 | +06 40 00.8 | 20180426 | Gaia | 17.3 | - | ? | - | (6) | AT2018bbv | 15 55 48.8 | -68 52 14.4 | 20180425 | BOSS | 17.1 | - | ? | - | (7) Gaia18bcs | AT2018bee | 17 30 58.7 | +12 44 20.9 | 20180430 | Gaia | 18.2 | 0.0 | stellar | - | (3) ASASSN-18jd | AT2018bcb | 22 43 42.9 | -16 59 08.1 | 20180427 | ASAS-SN | 17.5 | 0.120 | AGN | - | (8) Gaia18bbo | SN2018bde | 23:14:33.3 | -24 56 14.6 | 20180428 | Gaia | 17.6 | 0.048 | Ia | -3 to +3 | (2) (1) Young stripped-envelope SN. ASASSN-18ji was observed as part of the GREAT survey (Chen et al. ATel #10510), having a black body temperature of T_BB ~ 12600 +/-1000 K obtained from the photometry taken on 2018-05-04 with griz = 17.19, 17.38, 17.47, 17.6 mag. The coordinate from GROND r-band image at RA 09:31:23.042, Dec +17:48:27.90. <br /> (2) Normal Type Ia. <br /> (3) Blue continuum with weak absorption features consistent with Balmer series at z = 0. <br /> (4) Blue continuum with a break at 4000 A in rest frame. Both broad and narrow Halpha and Hbeta emission components and narrow [O III] emission lines. <br /> (5) SN2002cx-like Type Ia. <br /> (6) Blue noisy featureless continuum. <br /> (7) Noisy featureless continuum. <br /> (8) Nuclear transient. Blue continuum with Balmer emission lines and possibly a broad HeII 4686 A feature. Halpha FWHM ~ 2500 km/s. Possibly an AGN, however a TDE or a circum-nuclear Type II SN are not excluded. <br />"
719,ATEL #11614,"As part of our young stellar object (YSO) sub-mm monthly monitoring programme, the JCMT-Transient Survey (Herczeg et al. 2017 ApJ, 849, 43; Johnstone et al. 2018 ApJ, 854, 31), we are using SCUBA2 to monitor the 850 micron peak brightness of the YSO EC 53 (R.A. 18:29:51.2, Dec. +01:16:39.5) in Serpens Main (d=436 pc). The near-IR and sub-mm continuum emission are variable, with bursts that repeat every approximately 18 months (Hodapp et al. 2012, ApJ, 744, 56; Yoo et al. 2017, ApJ, 849, 69). Our recent measurements at 850 microns and at H- and K-band confirm that EC 53 is once again brightening. On March 30, 2018 the mean peak brightness of the source at 850 microns was 1.12 +/-0.02 Jy/bm, within the JCMT (15'') beam. On April 25, 2018 the mean peak brightness had risen to 1.26 +/- 0.03 Jy/bm, a ~12% increase over 25 days. While the absolute calibration of the JCMT is typically uncertain by about 10%, the relative calibration of the JCMT Transient Survey between epochs is significantly better, roughly 2% (Mairs et al. 2017 ApJ, 843, 55). Contemporaneous H-band photometry from the Liverpool Telescope and K-band photometry from UKIRT's Wide Field Camera (WFCAM) reveal that EC 53 has brightened by 0.8 mag in both bands over the last month. A finder chart and light curves at sub-mm and near-IR can be found at the URL linked below. The YSO EC 53 (Yoo et al. 2017; Hodapp et al. 2012) is classified as a Class I source yet remains embedded in a significant dust envelope. Hodapp et al. (2012) first recognized the source as periodic with a roughly 18 month period, based on near-IR K-band observations taken over many years. The periodicity in the light curve of EC 53 is hypothesized to be due to variations in the accretion rate onto the young stellar object, possibly mediated by a companion star or planet forming within EC 53’s surrounding accretion disk. Monitoring observations in the infrared, sub-mm/mm, and radio are highly encouraged as EC 53 proceeds through this burst. Peak brightness is anticipated somewhere between late May and early July, 2018. Determination of any significant lag between the near-IR brightening and the sub-mm brightening is essential for modelling the structure of the surrounding envelope. Near-IR spectra during this time are also desirable. EC 53&#39;s Light Curves and Location.:  "
720,ATEL #11611,"MAXI J1535-571 (ATels #10699, #10700, #10702, #10704, #10708, #10711, #10716) has been in a soft X-ray spectral state since late November (ATel #11020). The source has remained in this soft state down to X-ray luminosities much lower than typically seen (ATel #11568), and is currently below MAXI and BAT sensitivity limits. However, recent Swift-XRT observations (taken on 2018 April 26, April 30 and May 02, MJDs 58232, 58234 and 58240, respectively) show that the X-ray spectrum has now evolved significantly. The observations show a significant decrease in the soft X-ray emission and an increase in the hard X-ray emission. We measure a (3-7 keV)/(1-3 keV) colour ratio of 0.21+/-0.07, 0.9+/-0.3 and 3.8+/-1.4 on April 26, April 30 and May 02, respectively. We fit these three epochs with a simple absorbed power law with the N<sub>H</sub> fixed to 4.4E22 cm<sup>-2</sup> (determined by joint fitting these epochs with other higher signal-to-noise observations taken in the week preceding these marked spectral changes), to highlight changes in the spectrum. We find that the soft X-ray flux reduced steadily from ~2.7E-12 ergs/cm<sup>2</sup>/s to ~5.9E-13 ergs/cm<sup>2</sup>/s (absorbed 1-3 keV) over the observations, while the hard X-ray flux increased from ~5.7E-13 ergs/cm<sup>2</sup>/s to ~2.2E-12 ergs/cm<sup>2</sup>/s (absorbed 3-7 keV). Over these dates, the X-ray photon index evolved from 5+/-1 to 3.7+/-0.8, and then 1.6+/-0.6. We note that while there is an obvious trend in the data, the values of the absorbed fluxes and photon indices are poorly constrained (due to low count rates and a high degeneracy with the line-of-sight absorption, which has errors of 1.1E22 cm<sup>-2</sup> in our joint fitting). The addition of a disk blackbody component (which is preferred for the April 26 data) does not change the observed trend. Following this X-ray hardening, we performed ATCA radio observations of the source on 2018 May 03 21:46:09.9 UT to 22:39:09.9 UT (MJD 58241.92 +/- 0.02). These observations were taken simultaneously at 5.5 and 9.0 GHz, with a bandwidth of 2 GHz at each frequency. 1934-638 and 1520-58 were used for primary flux and phase calibration, respectively. The data were reduced and imaged following standard procedures in CASA (v4.7.2; McMullin et al. 2007). Imaging was carried out using natural weighting to maximise sensitivity. The radio counterpart was not detected at either frequency, with 3-sigma upper-limits of 165 uJy/beam at 5.5 GHz and 141 uJy/beam at 9 GHz. Stacking the two frequencies provides a 3-sigma upper-limit of 117 uJy/beam. A radio non-detection does not rule out an accretion state transition, as the compact jet typically switches on a few days later than the X-ray spectral changes, which themselves lag the change in X-ray timing properties by a few days (Kalemci et al. 2013). We will continue to monitor MAXI J1535-571 at radio frequencies. Further multiwavelength monitoring is strongly encouraged. We thank Swift and ATCA for scheduling these observations."
721,ATEL #11612,"ePESSTO, the extended Public ESO Spectroscopic Survey for Transient Objects (see Smartt et al. 2015, A&A, 579, 40   ), reports the following supernova classifications. Targets were supplied by the ESA Gaia Photometric Science Alerts Team and DPAC ( ), the Catalina Real-time Transient Survey (CRTS; Drake et al. 2009, ApJ, 696, 870 ;  ), and the ATLAS survey, see Tonry et al. (2011, PASP, 123, 58) and Tonry et al. (ATel #8680). All observations were performed on the ESO New Technology Telescope at La Silla on 2012 May 04, using EFOSC2 and Grism 13 (3985-9315A, 18A resolution). Classifications were done with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024). Classification spectra and additional details can be obtained from   (via WISeREP) and the IAU Transient Name Server. Survey Name | IAU Name | RA (J2000) | Dec (J2000) | Disc. Date | Source | Disc Mag | z | Type | Phase | Notes Gaia18bbr | SN2018bdh | 10:52:38.31 | +22:13:43.5 | 20180428 | Gaia | 18.81 | 0.079 | Ia | +3d | (1) | SN2018baf | 13:17:01.57 | -02:16:36.8 | 20180423 | CRTS | 19.80 | 0.12 | Ia | at max | ATLAS18ntu | SN2018bbs | 13:34:04.69 | -20:53:14.4 | 20180417 | ATLAS | 19.13 | 0.043 | Ia | +20d | (2) ATLAS18nts | SN2018bbr | 14:03:19.86 | -22:33:07.1 | 20180421 | ATLAS | 19.96 | 0.021 | II | +6d | (3) Gaia18baf | SN2018bak | 10:24:48.04 | -02:30:35.6 | 20180412 | Gaia | 18.98 | 0.088 | Ia | +13d | (4) ATLAS18mrg | AT2018bbw | 13:03:14.72 | +07:48:08.0 | 20180110 | ATLAS | 18.35 | 0.010 | - | - | (5) (1) Best SNID match is to SN Ia, SN 1992A at +3d. <br /> (2) Best SNID match is to SN Ia, SN 1999ee at +20d. <br /> (3) Best SNID match is to Type IIP SN 2004et at +6d. <br /> (4) Best SNID match is to SN Ia, SN 1996X at +13d. <br /> (5) Spectrum is dominated by host galaxy light. <br />"
722,ATEL #11604,"Transient, Variables MASTER OT J031957.28+771122.8 discovery - new OT, preliminary dwarf nova outburst, ampl>6m MASTER-Kislovodsk auto-detection system discovered OT source at (RA, Dec) = 03h 19m 57.28s +77d 11m 22.8s on 2018-04-29.83595 UT during Fermi trigger inspection (but this OT is not connected with GRB). The OT unfiltered magnitude is 17.2m (mlim=17.7m). We reobserved it on 2018-05-03 18:00:32 with unfiltered m_OT=17.5 and mlim=19.5. There is no known sources in VIZIER database, taking into account surrounding Sloan stars with for ex. g=23.93;r=23.52 (50.04456;+77.20264), the amplitude of current MASTER OT outburst is more then 6m We have reference image without OT on 2012-10-17.80035 UT with unfiltered magnitude limit 19.5m. Spectral observations are required. The discovery and reference images are available at:   <center><a href="" "">List of Optical Transients discovered by MASTER</a></center> MASTER Global Robotic Net:  "
723,ATEL #11605,"We obtained two spectra of the Nova V392 Per (ATel #11588; ATel #11601) with the ESPERO echelle spectrograph (Bonev et al. 2017, BlgAJ 26, 67) at Rozhen observatory (Bulgaria), on 2018 May 1 18.74 UT and May 2 18.80 UT. The spectra cover the range of 4400-9000 &#8491; with a resolving power of ~30 000. The spectrum of the Nova is dominated by very broad emission lines with a complex shape. The strongest lines in our spectra are H&alpha;, H&beta;, FeII 42 multiplet, CaII IR triplet, OI 7774&#8491; and 8446&#8491;. HeI lines 5876&#8491; and 6677&#8491; are relatively weak with an obvious increase of the emission intensity during the second night. The FWHM measured for the H&alpha; and H&beta; emission lines is 5600&plusmn;200 km/s. In their profiles, three peaks with radial velocities of about -2000 km/s, -250 km/s and 1900 km/s are apparent. Weak P Cyg absorption components are also visible in the H&alpha; and H&beta; profiles. We measured the radial velocity to be about -4000 km/s for one absorption component in H&alpha; and about -3700 km/s and -4100 km/s for two absorptions in H&beta;. Three very weak absorptions of HeI 5876&#8491; with radial velocities of about -1350 km/s, -3035 km/s and -3350 km/s are also visible in the spectrum. The DIBs 5780&#8491;, 5797&#8491;, 6614&#8491; and the interstellar lines NaI and KI are very strong. The interstellar lines show two components with radial velocities -23.7&plusmn;1.5 km/s and 3.5&plusmn;0.3 km/s respectively. Using the relations of Munari & Zwitter (1997, A&A 318, 269) for KI (the NaI lines are saturated and not usable) and of Puspitarini et al. (2013, A&A 555, 25) for the DIBs, we derived an interstellar excess E(B-V)~1.18+/-0.10 mag. From Gaia DR2 (Gaia Collaboration et al. 2016, A&A 595, 1; Gaia Collaboration et al. 2018b, A&A, special issue for Gaia DR2) we can determine the distance to V392 Per as 3.9&plusmn;0.8 kpc. Adopting V=6.34 mag from the AAVSO light curve as maximum brightness, for the absolute magnitude at maximum we obtain Mv=-10.3&plusmn;0.3 mag."
724,ATEL #11606,"As part of a search programme for fast radio transients that is running at the Lovell Telescope at Jodrell Bank Observatory, we have followed up the very bright FRB180309 (ATel #11387). Follow-up observations started less than 7 hours after the event, on 2018-03-09 at 09:34:51 UTC, pointing at the reported position centered at RA = 21:24:43.8, Dec = -33:58:44.5 (J2000), close to PSR J2124-3358. Two hours of data were recorded. The observations were conducted using the L-band receiver, with the Apollo backend sampling a bandwidth of 336 MHz, centred at 1564 MHz, with 0.5 MHz channel bandwidth. 8-bit filterbank files were produced with a sampling time of 256 us. We analysed the data using two single-pulse search pipelines. One pipeline is based on the Heimdall algorithm (Barsdell et al. 2011). For the second pipeline, we used algorithms from Astro-Accelerate ( ) that is part of the ongoing development of highly optimized fast transient search software for upcoming facilities like MeerKAT and the Square Kilometre Array. Our preliminary analyses using both pipelines show no events above a signal-to-noise ratio (S/N) of 8 for widths between 0.256 - 655.36 ms (0.256 - 500 ms for AA) and dispersion measures (DMs) 0 - 5000 pc cm^-3 (0 - 750 pc cm^-3 for AA). The non-detection places an upper-limit on potential radio afterglow emission of 0.6 Jy ms for events of 1 ms duration. The limit takes into account the fraction of data corrupted by radio-frequency interference (RFI) and the contribution to the system temperature from ground spill-over caused by the low elevation of the field for the telescope. Additionally, we reprocessed about 4 hours of archival data of the field that were obtained during regular observations as part of the Jodrell Bank pulsar timing programme of PSR J2124-3358. These typically 15 minute long observations span the period from 2013-11-22 to a few days before the event (2018-03-05). Again, our preliminary analyses indicate no single-pulse events above a S/N of 8 (0.256 <= width <= 655.36 ms, 0 <= DM <= 5000 pc cm^-3), placing an upper-limit on previous outbursts of 0.6 Jy ms for events of 1 ms duration. This includes the same additional contributions as above. Follow-up observations of the field and further data analysis are ongoing. Part of this research was made possible by the ERC funded MeerTRAP project (grant no. 694745)."
725,ATEL #11607,"We report on SALT high-resolution spectroscopy of ASASSN-18ix which was reported as a possible Galactic nova by K. Z. Stanek et al. (ATel #11561). We obtained a 2000 s spectrum of this object under the SALT Large Science Program on transients on 2018 April 24.99 (HJD 2458233.50), using the High Resolution Spectrograph (HRS; Crause et al. 2014, Proc. SPIE, 91476) on the Southern African Large Telescope (SALT). Observations were taken in the Low Resolution (LR) mode of HRS, covering a spectral range of 3800-8900 &#8491; at a resolution of R = 14,000. The data were reduced with the SALT HRS MIDAS pipeline (Kniazev et al. 2016, MNRAS 459, 3068). The spectrum is dominated by weak emission lines of H I and He I (see below a full list of the line identification) superimposed on broad absorption lines, typical of dwarf novae on decline. The emission lines are characterized by a double peaked profiles, typical of an accretion disk, where the peaks are separated by ~320 &plusmn; 20 km/s. We measure a FWHM of ~550 &plusmn; 50 km/s for H&#946; and H&#945; emission lines. A dwarf nova classification is consistent with the evolution of the light-curve obtained by the All Sky Automated Survey for SuperNovae (ASAS-SN, Shappee et al. 2014). The light-curve shows a quick rise to the maximum followed by a fast decline, typical for that of dwarf novae (see below a table of magnitudes) and consistent with our spectrum, taken 3.5-4 days after maximum. Line identifications: H I (Balmer): 4102, 4340, 4861 and 6563&#8491; He I: 5876, 6678, and 7065&#8491; H I (Paschen): 8545, 8598, 8665&#8491; HJD UT Date V mag err (mag) 2458229.90182 2018-04-21.3994796 >15.512 ----- 2458230.86245 2018-04-22.3600368 12.424 0.019 2458230.86372 2018-04-22.3613106 12.412 0.018 2458231.84190 2018-04-23.3394140 12.822 0.031 2458231.84445 2018-04-23.3419512 12.775 0.032 2458233.74219 2018-04-25.2395443 13.210 0.023 2458233.74346 2018-04-25.2408134 13.183 0.021 2458233.77193 2018-04-25.2692827 13.289 0.036 2458233.91276 2018-04-25.4101013 13.263 0.021 2458233.91402 2018-04-25.4113609 13.311 0.021 2458233.91529 2018-04-25.4126282 13.297 0.022 2458234.90446 2018-04-26.4017210 13.593 0.082 2458236.71951 2018-04-28.2166377 13.806 0.083 2458236.76776 2018-04-28.2648782 13.768 0.042 2458236.76904 2018-04-28.2661528 13.811 0.044 2458236.77029 2018-04-28.2674156 13.883 0.048 2458238.89563 2018-04-30.3925952 14.008 0.053 2458238.89690 2018-04-30.3938607 14.142 0.069 2458240.89597 2018-05-02.3927761 14.284 0.103 2458241.82155 2018-05-03.3182910 14.555 0.074 2458241.82281 2018-05-03.3195491 14.459 0.058 ASAS-SN lightcurve:  "
