,number,Text processed
1822,覺得說我很小題大作,
1823,就是那個消防隊員還是胖媽,
1824,胖媽,
1825,可是,
1826,阿分明就是他叫的啊關我屁事啊我只是因為他原本跟我講說他要叫,
1827,的來,
1828,他um,
1829,來來除掉這樣子然後他自己也不想找人來賺外快um他其實可以叫他兒子來攆掉就好了啊,
1830,對啊但他那時候我打電話給他他跟我講說叫水電工的來那,
1831,想說喔水電工喔就覺得還OK啊誰知道一來來消防隊的大車對啊,
1832,還來了四五個誇張耶他有他有毛耶其實我覺得當老師的都好像有點神經質耶,
1833,eh可能有一點,
1834,我覺得很多真的我發現很多像我爸也有一點點,
1835,有一點是喔,
1836,像我發現我自己回想起來因為我認識很多那個他w-他的同事們,
1837,恩哼就是有些就是對事情都有點神經兮兮的,
1838,ha真的喔,
1839,有一點點所以你不覺得老師的小孩都被排擠或是被管教的很嚴格,
1840,就是老師的人格有點神經質是有一定的必然的正相關的,
1841,有啊所以我以前也排擠一個小那個,
1842,你不覺得那個某人的媽媽爸爸有尤其是媽媽有嗎,
1843,有,
1844,對不對,
1845,有,
1846,他媽媽那樣不神經質嗎,
1847,超超誇張的啊超誇張的啊偷聽人家電話,
1848,是哪招啊偷翻人家東西,
1849,對啊,
1850,真的是太誇張了,
1851,真的我我其實覺得就是可能他們受到的教育可是你爸媽會翻你東西嗎,
1852,不會,
1853,從以前就不會,
1854,我想想喔um幾乎我沒有f-發現過就是我媽如果會,
1855,我東西就是可能是幫我整理但是他不會真的去窺探我什麼可能是幫我,
1856,衣櫃喔um或是幫我把東西全部都塞進盒子裡面收好,
1857,um就是他就是真的就是整理然後也沒有再發,
1858,就純粹整理那種對對對而且他們真的就是沒有在看什麼東西,
1859,是喔,
1860,所以我東西一直都亂扔,
1861,可是我覺得這樣子還蠻好的啊,
1862,我覺得就是曉棻她媽媽很聽電話實在是,
1863,那個至少你爸媽對啊聽電話太誇張了啦,
1864,他是不是還錄音啊然後還放給他聽,
1865,對對對對對對誇張斃了是錄音是錄音我覺得你這樣對小孩的成長心靈,
1866,可怕耶我真的覺得會受創吧,
1867,陰影超大會會會會很劇烈的受創他那時候是多多大啊,
1868,國中還高中國中嗎,
1869,國中應該也還好應該已經超越那個佛洛依德的那個五個成長期了所以應該,
1870,到國中了應該到國中了還好可是,
1871,兩性期兩性期是幾歲到幾歲啊,
1872,十五啊十二到十二歲對不對我記得口腔期是,
1873,三歲一一剛開始,
1874,肛門期口腔期肛門期然後還有,
1875,對潛伏期,
1876,忘了啦好煩喔頭都痛了,
1877,潛伏期eh口腔肛門對eh,
1878,你就你就放過你自己反正總之我就覺得不管好算了算了潛伏跟兩性吧就是你過了成長期可是你的其實人生一直都在成長你在過程中遇到東西um絕對會成為你之後心理的負擔的真的,
1879,像我覺得他就是個沒就變成一個沒什麼表情很善於隱藏自己的人,
1880,um,
1881,你不覺得嗎,
1882,覺得,
1883,像那次出去玩啊他們居然就是明明就還有一天的假期就,
1884,居然敢居然提早回家,
1885,對啊然後說原因是因為因為我們都知道怎樣最不會讓我們爸媽不開心,
1886,可是我覺得他們兩個都怪怪的耶,
1887,就覺得真的嗎,
1888,你不覺得他男朋友有一點怪怪的嗎好像有一點點耶,
1889,就是時不時就要問人家說你有你跟那個男的有沒有在幹嘛那是現在我覺得以前沒有,
1890,以前沒有嗎,
1891,um可是他也沒有就是,
1892,可是我覺得這個跟初戀有很大的關係,
1893,喔有可是,
1894,再加上重考失意初戀也不會這樣啊,
1895,再加上重考失意,
1896,就是會覺得自己很不如人家吧你看看你重考失意你女朋友就是事兩兩得意耶實習研究所兩得意,
1897,mm真的,
1898,對啊,
1899,就或許會覺得說自己很不如人家吧,
1900,喔所以才會管那麼緊,
1901,可是如果他了解他的話就會知道說他根本不會跟男生在那邊ohbei對啊,
1902,對啊他根本就是不可能的人啊,
1903,唉唷好多耳屎喔,
1904,彈掉,
1905,等下你要去那個LaVenus,
1906,對啊,
1907,退掉你的那個要換鞋子um,
1908,西裝外套,
1909,嗯哼,
1910,唉,
1911,唉eh阿對了你的混蛋,
1912,阿對了我的混蛋等下拿給你好吃,
1913,好,
1914,啊我要跟你講我那天要跟你發一個花癡我都忘了,
1915,什麼我那天我那天就是面完試下午去打球就是我禮拜六晚上去打球,
1916,然後然後那天我就看到有一個男生就是濃眉大眼然後個子gin-臉很乾淨,
1917,應該是um就是乾乾淨淨的一個男生然後ni-ni-不會講很,
1918,umum喔是喔然後那種比較木訥的就是你不會說太多話但是如果你跟他,
1919,他會很誠懇的跟你說話就是會那種umumumum喔是喔還不錯耶他會看著你的眼睛然後喔對呀對呀然後很誠懇的跟你說話的那種umum看進你心裡去的那種是不是然後我覺得eh他的球技還蠻蠻不錯是那種溫和的可愛的一個,
1920,um我覺得mm這個男生就是,
1921,um,
1922,很讓我就是就是可是我不會就是通常就是我會覺得不錯可是不,
1923,去多注意什麼因為就是畢竟也沒有注現在也沒有注意的必要,
1924,umum,
1925,那時候我跟他我跟那個男生同一隊,
1926,m,
1927,然後結果我們打球啊打一打啊打一打啊然後可能有時候女生打排球接球,
1928,jiu.,
1929,因為我們就是男男女混在一起打可是男生的球ke-太強了,
1930,你接不管你有接到沒接到.,
1931,你可能都會往後彈一下或是倒在地上這樣然後我就有一球沒接到,
1932,然後我就倒在地上,
1933,然後我就啊我還在地上叫喔哇喔沒接到幹嘛的,
1934,然後他就過來用他的手這樣子牽起我的手把我拉起來,
1935,他他是牽起我的手耶我實在是吼整個就怦然,
1936,阿,
1937,心動你知道嗎,
1938,喔喔oh,
1939,啊,
1940,多久沒有這種怦然心動阿他在嗎,
1941,在啊我們同一隊他在那種,
1942,你知道少女情懷馬上他他牽著我的時候我就不自覺的回回握了一下你還回握他明明就在旁邊你還回握不是因為他他就把你牽起來難不成他這樣子拉著你就手空白的給他牽,
1943,喔對啦一定要這樣子抓一下的那種一定要這樣抓他就把你這樣從從地上拉起來啊,
1944,對可是你知道嗎因為我打球打這麼久有時候你隊友會互相扶umumum,
1945,有時候大部分的人大家都是等你自己站起來又又不是腿斷了你自己站啊然後可是大家大部分都是這樣ei就是這樣拉你一把,
1946,喔eh好好喔ei通常會或或或或者是這樣子拉對應該是用手腕或者是那個可是不會這樣子拉,
1947,對你知道嗎,
1948,eh這樣很公主跟王子的那種感覺然後我就覺得我就覺得沒有他只是一個傻傻,
1949,老實老實的很真誠的一個男生um我是說但如果是以這樣子握的話我覺得還蠻,
1950,所以我覺得他應該是不帶任何那個直覺說拉你一把這樣,
1951,蠻嗯哼然後我就覺,
1952,我的王子啊可恨啊怎麼會有一個人在旁邊這樣怎麼這麼怎麼相見如此恨晚,
1953,就整個是你知道我整個就是那個少女心花開,
1954,可是可是他如果在你還沒有認識你男朋友之前我跟你講我跟你講我當初會喜歡鄭舒凡也有過一樣的動作,
1955,那是以那時候以前一起打球他他也是那種少數會去拉,
1956,起來的男生,
1957,喔是喔umumum我那時候我就有跟他說他這個行為讓我很心動那時候我有跟他講過對一模一樣的事情他以前也做過,
1958,喔可是可是他也是但an-在我跟他不是成為男女朋友之前可是他拉你是很心動拉其他女的不是很 beisong 嗎,
1959,可是可是因為那時候大家都是一起打球的人就是每個人都是,
1960,喔我跟你講我發現打排球的女生啊 bitch 很少,
1961,是喔,
1962,真的就是真的wo-wo-我看有些女生裡面 bitch 非常非常,
1963,多um,
1964,可是我認識可是我認識這麼多運動的女生啊就是我發現,
1965,主要會運動的女生本身個性會比較有點陽剛的成分,
1966,是你遇到的好不好我覺得我遇到的都還好喔對發現這麼多運動的女生,
1967,算是當然不是沒有 bitch 可是比比率真的偏很少耶,
1968,um我認識這麼多打排球的說真的 bitch 的我講出來只有一,
1969,喔是喔而且他的 bitch 也不是說像是認識的嗎,
1970,um我ni-你不認識,
1971,喔,
1972,但是他的 bitch 也不是搶人家男朋友啊幹嘛的他只是換,
1973,換很快而已,
1974,那也還好啊對對對所以我說我真的講得出來的 bitch 只有這一個耶可是我覺得打排球的男的還蠻 bitch 的,
1975,喔對啊因為很多是gay啊然後通常通常是蠻多不是不只是gay啊是那種換很快或是說喔沒有沒有沒有我跟你說腳踏兩條船那個那那個是運動型的男生都這樣,
1976,喔真的喔並不限於打排球的男生就是我覺得所有都是運動的女生跟運動的男生,
1977,運動的男生尤其尤其是你運動很好的男生都是那個樣子,
1978,um然後比較有在運動的女生通常都比較不 bitch 因為他們本身會比較,
1979,喔對應該是,
1980,對啊對啊,
1981,因為我遇到的大部份也不太會對啊就是不管是打籃球啊打羽球或是打排球就是有在運動的女生通常都是尤其,
1982,有點熱衷運動的女生,
1983,um,
1984,通常個性會比較s-大剌剌一點,
1985,就會比較開朗那種,
1986,對對然後就是比較沒那麼 bitch ,
1987,um然後怎麼會講到這裡來了就是那個帥男生,
1988,有啊然後那那那個帥氣的男子就這樣子拉起了我之後對,
1989,就是這個以前鄭舒凡做過他也會拉所有的女生我就覺得他這一點很貼心就是他,
1990,他都會默默的比如說耶我們要換場地,
1991,um嗯哼um他就幫所有人這樣拿東西,
1992,喔然後默默的拿過去,
1993,好好喔然後會會扶每一個人起來我就覺得哇,
1994,好好喔其實以前啊現在就是eh他何時變成這個樣子了他以前還蠻,
1995,的耶他以前為什麼他怎麼會變成這樣一定是被你害啊不是他以前還蠻正常的耶,
1996,現在就變成yuyie這樣子然後還會跳舞,
1997,對對對可是我覺得可能是你看多了他就是可能他,
1998,就是這個樣子他之前只是在隱藏自己的本性可是可是他現在現在後面在球場上好像也不太去扶人家了,
1999,為什麼可是他扶人家你因為會不高興吧,
2000,不會啊如果他扶的是我認都是我認識的話,
2001,喔啊通常球場上大家都認識啊他現在好像也都不太去扶人家了有一點節制吧有時候人家跌過來他也會這樣他還會這樣,
2002,閃一下幹嘛這樣躲,
2003,真的,
2004,幹嘛這樣躲他還會一直閃耶,
2005,可怕喔然後然後反正那個男的他這樣牽著我的手把我拉起來的瞬間,
2006,我真的是ho我就整個眼眼冒愛心了,
2007,喔,
2008,然後我覺得很像漫畫中的那個愛心一直那個而且他是那種就是那種很真誠的一個誠懇的然後,
2009,bu-bu-不做作的可愛的木訥的的一個長得清秀的男生,
2010,喔是喔然後球技又好喔我跟你講男生球技好跟球技不好那個dong-動作的美度他念哪裡的啊我不知道耶,
2011,就是一個不太認識的人嗎,
2012,對啊然後他動作的美度差很多他就是動作又好看然後又不會,
2013,那邊因為很多男生就是在那邊打球很多男生就是你厲害就在那邊wawuya的一直,
2014,一直叫一直叫哎呀怎麼這一球怎樣怎樣我跟你講我真的覺得男生你帥,
2015,你打球話不要太多你才真的帥喔是喔會這樣umumum就有個男生長的蠻帥我有跟你說過嗎也是師大的一個男生然後,
2016,就是在他很他還真的蠻帥的他還pai-我有我有給,
2017,看過他的照片嗎他還拍過廣告耶他真的長得他真的,
2018,蠻帥的,
2019,huh我不知道可是叫什麼啊,
2020,um這樣講出來好像不太好我等下再開 FB 姓林嗎,
2021,不是不是不姓林,
2022,喔OK反正那時候那時候他就是他就真的我真的覺得他蠻帥,
2023,umum然後他就打球他打球tai他也他球技也算是蠻強的,
2024,um,
2025,但他真的很吵每次都好這一球再來再來哎呀,
2026,什麼什麼我躲過就是這樣子你知道嗎他就那邊這樣會有人喜歡會會會然後好像 ojisan 他真的很像,
2027,在那來啊來啊發我啊發我啊唉唷囉然後在那邊eh我,
2028,從這裡打了阿然後打過去他就說嗚什麼什麼有加持喔打不過就說哎呀,
2029,怎樣就是一個非常非常非常的吵的人,
2030,這樣會有人喜歡為什麼嗯哼,
2031,然後但真的蠻強的但是真的就是太聒噪了讓我覺得很吵我跟他,
2032,一隊我都覺得我耳膜快要爆炸那種,
2033,不然就那種被他講到我就是你知道我很少會對帥哥這麼he,
2034,就是一個帥會打球的人然後我對他我會覺得說跟他同一隊,
2035,煩喔變得很暴躁可是他明明就是個帥哥,
2036,然後而且他的球技還是好的就是你知道球技好的人動作就是漂亮,
2037,um,
2038,因為我很討厭跟動作醜球技不好的人打球我是個沒耐心又心眼小的人,
2039,可是上一次我們在那個公車上看到的那個真的跳得高唉喔那那個跟我一起打我絕對會覺得說你來你幹嘛,
2040,因為我們去那邊打室內場是要花錢的,
2041,um喔,
2042,對對對因為他就是多少錢啊,
2043,因為室內場並不是到大家都打室外場沒有人可以打室內場就是,
2044,那是因為有一個shue-我們也是師大的學長在永吉國中當老師,
2045,um,
2046,然後他可以就是借用非常便宜的價錢借到那個室內場,
2047,喔而且他是全木質地板跟我們那個體育館很像,
2048,eh我去過永吉我去過永吉而且hen而且很而且很高級,
2049,他們的東西還蠻高級的耶他們是一個信義區嘛,
2050,喔也是啦,
2051,然後後來他們還有那個電子白板耶,
2052,真的喔我是沒有在仔細看反正就是一個man-蠻高級的地方,
2053,對啊um,
2054,然後然後在裡面打可是你一次大概繳八十五塊而已就一個晚上而且因為他,
2055,要會他會有限人數一個晚上大概幾個小時,
2056,um從七點到九點半十點這樣大概兩三個小時而已,
2057,這樣一個小時也要四十,
2058,可是他這樣其實很便宜耶因為你知道,
2059,是喔租場地是一件非常貴的事而且ta-他是一個很很棒的場地是一個人一個人一個人只要四十左右一個小時,
2060,對um我們就是算.,
2061,就是計次沒有在算小時um就是一個人一次這樣,
2062,對因為等於說你就這些人要分攤場地費但是因為他要確保我們打球的品質,
2063,每次都控管人數每次都十十八個人因為一隊六個人你十八,
2064,人三隊就是等於說你每個人一個晚上都可以打個大概四五六場就其實,
2065,值得因為你三隊的話你總是會有兩隊在場上下面那一隊就是計分所以從來在場下不會等太久,
2066,umohumum喔那還不錯啊就是因為你在外面打一輸了或是你因為我們在外面打人太多,
2067,話就你兩勝下或是輸的下um然後你一下來就要等很久,
2068,eh我上上禮拜有去看那個什麼,
2069,什麼,
2070,特殊身分,
2071,什麼特殊身份,
2072,就那個誰sss演葉問那個叫什麼,
2073,嗯喔我知道了,
2074,我覺得那他演得還不錯,
2075,甄子丹,
2076,對啊是還不錯,
2077,是喔你去電影院看的喔,
2078,嗯咦你跟誰,
2079,跟李坤旺啊,
2080,嗯幹嘛每個禮拜都去看電影很爽嘛,
2081,沒有啊就那剛好他找我去啊,
2082,是喔,
2083,昨天還有去那個什麼龍潭那邊那個夜景陪他去吃飯看夜景,
2084,喔你說那什麼,
2085,覺得那氣氛還不錯,
2086,什麼地中海餐廳,
2087,白圍牆啊,
2088,是喔很貴嗎,
2089,覺得氣氛還不錯貴就飲料都一百五一百六啊從,
2090,嗯它是像看夜景那樣喔,
2091,對啊看夜景它可以坐外面還是坐裡面看你,
2092,喔,
2093,對啊,
2094,所以它只要低消是一杯飲料那種,
2095,好像吧,
2096, OK  OK ,
2097,然後它全部那龍潭那邊全部都是那個景觀餐廳啊,
2098,龍潭那邊很多喔,
2099,嗯,
2100,是喔,
2101,對啊就真很多家這樣一條路上很多家都是景觀餐廳,
2102,你說那在山上,
2103,對啊,
2104,嗯是喔,
2105,對啊,
2106,然後昨天我還昨天後來他回程的時候叫我就開車載他去,
2107,你開車,
2108,對啊,
2109,是喔,
2110,對啊,
2111,為什麼你開,
2112,想說練車啊,
2113,nie,
2114,練習看看啊,
2115,嗯 OK ,
2116,啊你最近學校怎麼樣,
2117,學校,
2118,考完試了嗎,
2119,還沒啊下禮拜啊,
2120,是喔,
2121,我這幾天都去圖書館喔,
2122,跟你朋友喔,
2123,沒有啊我自己me,
2124,喔嗯huh,
2125,嗯huh那你朋友還有嫌你打呼嗎,
2126,huh有啊他還把我錄下來嘞,
2127,錄給你聽,
2128,上次,
2129,那怎麼辦,
2130,就這樣啊不然怎麼辦我就只能每個禮拜回家,
2131,每個禮拜回家,
2132,對啊現在每個禮拜回來啊,
2133,是喔,
2134,嗯,
2135,那你們感情有受影響嗎,
2136,還好啦反正他就他就我就說eh,
2137,我之後可能會每個禮拜回家他就很高興啊他,
2138,他就很高興,
2139,他就在那邊歡呼,
2140,是喔,
2141,唉,
2142,不然你就等都等他睡覺你再睡啊,
2143,他睡覺都那快那種一兩點那種的欸,
2144,是喔,
2145,都很晚,
2146,ha,
2147,嗯唉欸,
2148,我覺得還是不要一起住好,
2149,反正就住完一年啊簽一年啊,
2150,喔,
2151,想說之後大四就是之後大四好像只有兩天有課吧,
2152,嗯就可以通勤,
2153,通勤,
2154,沒有啊就可能我一天一天住同學那裡然後就給他譬如說一天然後這樣一個月,
2155,他一千塊這樣我本來這樣想就住一天一個禮拜一天,
2156,可是怕那樣你也會吵到同學啊,
2157,可是一個禮拜一天而已,
2158,喔,
2159,對啊這樣比較好而且也比較省錢吧,
2160,嗯,
2161,對啊,
2162,不錯而且我現在每個禮拜要回來um,
2163,我最近也覺得工作都沒有本來就已經沒有成就感了然後又覺得很煩,
2164,什麼沒有成就感啊不就那樣嗎,
2165,就覺得有些人就就覺得上面的人很主觀啊就會,
2166,刻板印象去看你啊,
2167,是喔,
2168,對啊,
2169,嗯所以你想換所以你說你要之後打工完你,
2170,再換別的,
2171,就在想啊可是我知道沒有全部的工作都沒有,
2172,個是有趣的啊,
2173,對啊,
2174,就為了錢可是又覺得,
2175,可是你現在這個也滿穩定的啊,
2176,可是就覺得現在才二十五歲啊然後要一直做下去做到老嗎,
2177,不然你可以就再做一陣子啊先存錢啊,
2178,存再做下去我都已經快三十了,
2179,嗯所以你覺得你要趁年輕換跑道,
2180,然後到時候到時候搞不好搞不好連想換就不能換了,
2181,喔,
2182,因為那麼老了,
2183,嗯對啊想說去那邊搞不好可以那個轉換我的心情,
2184,你是說現在這個工作沒辦法晉升是嗎,
2185,不是沒辦法晉升就覺得就很沒成就感me就覺得,
2186,有時候一直很很壓抑自己,
2187,可是你做別人哪有可能不壓抑自己,
2188,就是就是人哪就是人的問題me,
2189,可是你走到哪裡都有啊,
2190,我會想要離職就是因為那個那個人的問題啊,
2191,誰主管,
2192,對啊就以前課長啊,
2193,喔,
2194,對啊就覺得很煩,
2195,幹嘛他有對你幹嘛嗎,
2196,他那天又他在唸我的時候然後我都沒有哭他就說什麼,
2197,他唸你,
2198,因為我只不過是有一次他叫我做一個東西,
2199,嗯,
2200,然後我就覺得我現在還有身上還有其他工作要做比較急,
2201,嗯,
2202,他那個我就說我就跟他說我現在有點忙然後後來他就一直把這個他就,
2203,把這件事在那邊記著然後那天就說什麼他說其實我不知道你在忙什麼啊,
2204,什麼的然後我就覺得他很機機車,
2205,是喔他沒有你們沒有叫別人做,
2206,他就說什麼他就因為那個是我的那個機種啊,
2207,喔,
2208,他只是要我做一些別的東西就是要做那種他的績效給他me,
2209,喔,
2210,他想要跟長官要的績效那種的,
2211,嗯,
2212,然後就叫我做出來啊可是我還有我其他我還有身邊還有旁邊別的業務啊,
2213,然後他就說什麼其實我不知道你在忙什麼他說做這個很快啊什麼之類的,
2214,我就覺得他每次都是要別人把他自己的東西然後放在第一個然後可是s,
2215,都不知道我們其實還有很多事情要做,
2216,是喔,
2217,然後就在那邊說什麼我不知道你在忙什麼啊然後我就覺得很機車然後那什麼,
2218,就覺得反正就很煩啦,
2219,那你不會跟他說喔那我晚一點再處理之類的嗎,
2220,然後我就說後來我就說我才只有那一次而已你就在那邊一直講,
2221,ha你這樣直接跟他講,
2222,對啊你對課長這樣講,
2223,就他反正他前課長而且他我考績也不是他在打的,
2224,是喔,
2225,對啊,
2226,這樣不好吧,
2227,又怎樣然後後來他就講完他又在那邊念完之之後然後,
2228,後來又覺得很煩然後我才哭然後結果後來他又好死不死又進來,
2229,ha看到我在哭,
2230,然後嘞他就,
2231,然後他就說什麼不要哭啦就把事情解決就好啦就把事情做完就好啦就去,
2232,是喔,
2233,對啊,
2234,ha,
2235,後來說現在那個薪水有三萬五我覺得還不錯,
2236,對啊還不錯啊,
2237,ho可是只要我每次想要離職都是因為那個人啊,
2238,可可是反正他考績也不是他在打的你的考績又不是他在打,
2239,是沒錯,
2240,對啊而且對啊而且t他是你們部門的喔,
2241,就在旁邊協助啊,
2242,對啊也只是協助你幹嘛為了他然後要離職,
2243,可是我就覺得他會影響我的生活我就每天都很討厭都看到他看到他走過,
2244,要跟我講事情的時候我就覺得很煩就很討厭看到他的臉,
2245,可是之後都會這樣啊,
2246,嗯然後他就說什麼我要改變我的態度他說什麼不要,
2247,都好像就是很怕很怕我去找他還是他來找我什麼的,
2248,是喔還被人家看出來你變態,
2249,本來就是啊我本來就是表現的超明顯的,
2250, bye  bye ,
2251,對啊,
2252,唉,
2253,eh那你大四的時候有要找打工嗎,
2254,大四沒有啊就要補習啦,
2255,補習,
2256,對啊,
2257,考什麼,
2258,考銀行的啊,
2259,是喔,
2260,嗯,
2261,是像大屁那種要去臺灣銀行那種的喔,
2262,他不是考公職臺灣銀行,
2263,臺灣銀行算公職嗎,
2264,算吧,
2265,是喔,
2266,對啊算啊是,
2267,所以你不是要考那個,
2268,要啊對啊是考那種的啊,
2269,嗯大屁在臺灣銀行喔,
2270,嗯他在做什麼的,
2271,在機場的臺灣銀行啊,
2272,他做什麼,
2273,做什麼就銀行員啊,
2274,是喔那他有很累嗎,
2275,就是他是做一休一,
2276,做一休一,
2277,怎麼那麼好,
2278,對啊,
2279,為什麼為什麼沒有啊他就考到啊然後就先分發到被分發到機場,
2280,嗯,
2281,對啊,
2282,是喔,
2283,對啊,
2284,那,
2285,有時候有時候好像五點多就要上班了,
2286,早上,
2287,就是要輪好像要用輪的吧,
2288,是喔,
2289,對啊,
2290,可是那他薪水呢薪水,
2291,可是我覺得好像還不錯因為他們那個感覺銀行感覺在機場那邊就比較,
2292,工作應該比較單純,
2293,機場感覺又沒有什麼,
2294,就換錢那些啊,
2295,喔怎麼那麼好,
2296,對啊,
2297,沒什麼業務的感覺,
2298,對啊感覺好像感覺啦好像沒什麼業務,
2299,所以他薪水很多,
2300,他就說三萬多吧,
2301,然後周休二日這樣,
2302,做一休一me,
2303,做一休一喔,
2304,就做完一天就休一天啊做完一天就休一天啊,
2305,喔,
2306,好像十二個小時還幾個小時忘記了,
2307,十二個小時,
2308,對啊,
2309,是喔那是因為在機場吧,
2310,對啊因為機場啊,
2311,嗯,
2312,他說之後他想分發到那中壢就離家裡近一點就不用因為他,
2313,每天都是他爸載他,
2314,現在所以他他是從畢業一直到現在喔,
2315,沒有啊他考上應該半年以上了吧半年以上,
2316,他是之後,
2317,做差不多還沒一年吧,
2318,之後才去考的喔,
2319,他就一直都在考啊他之前一直都沒考上啊,
2320,ha是喔,
2321,對啊他本來有先去工作一段時間就一邊補習,
2322,嗯,
2323,然後一邊工作後來就把工作又辭掉然後就好好補習啊,
2324,ha是喔,
2325,然後補習後來就考上了才考上,
2326,他補幾年,
2327,我記得好像一年半以後吧我們之後畢畢業一年半以後他才考上還是快考上,
2328,你說他補半年那樣,
2329,對啊就一直都在補啊,
2330,um,
2331,對啊,
2332,是喔,
2333,嗯,
2334, be  bai  e ,
2335, hey  ah 之後想說如果我真的離職的話我想要去那個,
2336,哪個,
2337,我也想要自己去大阪玩,
2338,自己去大阪玩,
2339,嗯,
2340,離職去大阪玩,
2341,幹嘛離職可以,
2342,可能休息放鬆一下,
2343, bye  bye ,
2344,你不是要去打工嗎留學打工,
2345,想說先休息然後再去打工啊因為我朋友說那個第一次如果去澳洲簽證的話,
2346,快就可以下來,
2347,喔對啊,
2348,嗯,
2349,唉可是我覺得我最近那個心情有比較改變一點有比較看開,
2350,對那個愛情那邊,
2351,嗯,
2352,對啊,
2353,早就說啊,
2354,就沒有一直去想說為什麼他不跟我在一起,
2355,對啊本來就是要看開一點的啦,
2356,唉,
2357,不然這樣自己會活得很辛苦喔,
2358,嗯,
2359,所以你們都沒聯絡了,
2360,就聊天啊沒有見面,
2361,嗯,
2362,然後我朋友一直說叫我不要再跟他聊天了他就說,
2363,對啊,
2364,盡量一直少回他少回他然後,
2365,對啊你就會慢慢漸漸習慣了,
2366,嗯,
2367,就會漸漸忘記了,
2368,可是看到他傳 line 然後不回就覺得很痛苦現在,
2369,現在會很痛苦,
2370,嗯,
2371,是喔,
2372,現在就覺得不回好像很奇怪,
2373,就會一直想回me就會想回但是就會會告訴自己說如果他,
2374,面就不要見面對啊,
2375,他會約你見面嗎現在還會,
2376,他之前就說改天一起去吃飯啊什麼的,
2377,他好煩,
2378,然後我就沒有我沒有正面回答我就說我就轉開話題啊對,
2379,他真的是很機欸他根本就是在那個嘛,
2380,他就是想要人陪他就是想,
2381,看著你你對他還有感覺,
2382,他就是想要想要人陪的時候他就是想要想要你陪啊啊不想要,
2383,陪的時候你就是最好是不要理他真的,
2384,唉,
2385,然後上次我就說我覺得我認識你那麼久我還是不是很瞭解你,
2386,嗯,
2387,然後他就說你為什麼想要瞭解我他說搞不好連我自己都不了解自己想要什麼,
2388, bye  bye 說這種偶像劇的屁話給我滾,
2389,髒欸,
2390,唉,
2391,覺得他根本就是仗著他你很喜歡他然後他就可以對你為所欲為你,
2392,什麼你然後你用他說什麼以後你做那種,
2393,對啊,
2394,好可憐喔不可以任於他擺佈hun,
2395,我就覺得,
2396,你要有個性一點好嗎 bye  bye ,
2397,要怎樣有個性啦,
2398, bye  bye ,
2399,怎樣有個性,
2400,要顯現,
2401,我就是這麼好騙的人我就是這麼犯賤的人,
2402,um bye  bye 你再給我說一些喪氣的話啊,
2403,我就這麼悲觀,
2404, bye  bye ,
2405,hum,
2406,唉反正你就是要塑造得好像你現在很有行情就對了啦,
2407,嗯塑造得很有行情,
2408,對啦不然他都會覺得你 bo  lang  sio  tsio ,
2409,好好笑喔,
2410,好啦,
2411,嗯 That's  right  That's  right ,
2412,嗯,
2413,um,
2414,所以你之後就決定要那個去銀行,
2415,嗯,
2416,啊如果沒考到怎麼辦如果一直補習都沒考到怎麼辦,
2417,ha我不知道欸,
2418,是喔,
2419,可是如果我沒考到我真的不知道我要做什麼,
2420,是喔其實我也不知道我離職要做什麼,
2421,你在那邊說你要離職,
2422,不是啊我說如果我到時候去澳洲回來因為去澳洲已經是沒有幫助的嘛,
2423,對工作一定是沒有幫助,
2424,嗯對啊然後,
2425,你是要先離職然後再去澳洲,
2426,嗯是喔,
2427,想說就做到那個領完年終啊這樣我還有一筆錢可以運用,
2428,嗯對啊就把它弄一弄,
2429,對啊,
2430,對啊做到年終,
2431,對啊這樣年終還有一筆錢然後還可以加一些有的沒有還有保險啊,
2432,嗯,
2433,那個定存那個,
2434,你有在弄定存喔,
2435,有啊去年就一年七萬啊七萬多啊,
2436,嗯,
2437,然後今年已經第二年啦所以現在裡面有差不多十四十四萬多,
2438,嗯嗯你跟誰買啊,
2439,就那個李坤旺的朋友啊,
2440,喔,
2441,對啊就想說反正錢放在那個一直放在那個戶頭裡面也不會生,
2442,嗯,
2443,然後我就想說他本來叫我再存多一點因為我這樣一年七萬嘛差不多一個,
2444,五六千,
2445,然後他本來叫我再存多一點我就說ha可是我怕我花錢很兇然後存,
2446,慢嗯然後我想說算了就先這樣好了,
2447,嗯,
2448,先照這個金額,
2449,你那是什麼繳到什麼時候啊,
2450,就五年還六年啊,
2451,幾年期五年期,
2452,五年期還六年的,
2453,是喔,
2454,嗯huh差不多就三十歲啊,
2455,喔,
2456,繳到三十歲啊,
2457, OK ,
2458,嗯然後到繳到三十歲他就說之後每年就有,
2459,一兩萬就會多一兩萬這樣子啊如果一直放在裡面的話,
2460,喔,
2461,對啊然後他就說就可以用那筆錢去做自己想要做譬如說什麼旅遊之類,
2462,喔,
2463,對啊可是想說搞不好到時候我就會整個想要拿出來,
2464,喔可是放在裡面不是比較存比較多錢,
2465,可是我也要用錢吧,
2466,ha把比較多固定放在那裡啊,
2467,我覺得我應該也要用錢,
2468,你又不會用到那個吧,
2469,不會用到嗎到時候譬如說我要買買房子之類的,
2470,買車子什麼的,
2471,嗯買房子,
2472,或是買車子啊我也想要買那種小套房那種啊,
2473,喔你說那個大樓的喔,
2474,對啊那種啊,
2475,很貴nie,
2476,有一點想要,
2477,大樓很貴nie,
2478,嗯,
